RELATORIO COMPLETO SISTEMA
Numero Refatoracoes em Metodos e Nao Metodos:,0
Numero Refatoracoes relacionadas a operacoes em Metodos:,0
Numero Refatoracoes relacionadas a rename em Metodos:,0
Numero Metodos Smell Commit Inicial:,1456
Numero Metodos NOT Smell Commit Inicial:,3081
METODO LONGO
True Negative,3081.0
False Negative = ,0.0
False Positive (A) = ,81.0
False Positive (V) = ,329.0
False Positive (X) = ,74.0
False Positive (R) = ,64.0
False Positive (D) = ,51.0
True Positive  (A) = ,0.0
True Positive  (V) = ,0.0
True Positive (X) = ,0.0
True Positive (R) = ,0.0
True Positive (D) = ,0.0
Precision (A) = ,0.0
Precision (V) = ,0.0
Precision (X) = ,0.0
Precision (R) = ,0.0
Precision (D) = ,0.0
Recall (A) = ,0.0
Recall (V) = ,0.0
Recall (X) = ,0.0
Recall (R) = ,0.0
Recall (D) = ,0.0
F-measure (A) = ,0.0
F-measure (V) = ,0.0
F-measure (X) = ,0.0
F-measure (R) = ,0.0
F-measure (D) = ,0.0
Acuracia (A) = ,0.9743833
Acuracia (V) = ,0.90351903
Acuracia (X) = ,0.97654516
Acuracia (R) = ,0.97965026
Acuracia (D) = ,0.9837165

MUITOS DESVIOS
True Negative,3081.0
False Negative = ,0.0
False Positive (A) = ,74.0
False Positive (V) = ,308.0
False Positive (X) = ,75.0
False Positive (R) = ,51.0
False Positive (D) = ,45.0
True Positive  (A) = ,0.0
True Positive  (V) = ,0.0
True Positive (X) = ,0.0
True Positive (R) = ,0.0
True Positive (D) = ,0.0
Precision (A) = ,0.0
Precision (V) = ,0.0
Precision (X) = ,0.0
Precision (R) = ,0.0
Precision (D) = ,0.0
Recall (A) = ,0.0
Recall (V) = ,0.0
Recall (X) = ,0.0
Recall (R) = ,0.0
Recall (D) = ,0.0
F-measure (A) = ,0.0
F-measure (V) = ,0.0
F-measure (X) = ,0.0
F-measure (R) = ,0.0
F-measure (D) = ,0.0
Acuracia (A) = ,0.97654516
Acuracia (V) = ,0.90911776
Acuracia (X) = ,0.97623575
Acuracia (R) = ,0.9837165
Acuracia (D) = ,0.9856046

ALTO ACOPLAMENTO EFFERENT
True Negative,3081.0
False Negative = ,0.0
False Positive (A) = ,149.0
False Positive (V) = ,325.0
False Positive (X) = ,116.0
False Positive (R) = ,107.0
False Positive (D) = ,105.0
True Positive  (A) = ,0.0
True Positive  (V) = ,0.0
True Positive (X) = ,0.0
True Positive (R) = ,0.0
True Positive (D) = ,0.0
Precision (A) = ,0.0
Precision (V) = ,0.0
Precision (X) = ,0.0
Precision (R) = ,0.0
Precision (D) = ,0.0
Recall (A) = ,0.0
Recall (V) = ,0.0
Recall (X) = ,0.0
Recall (R) = ,0.0
Recall (D) = ,0.0
F-measure (A) = ,0.0
F-measure (V) = ,0.0
F-measure (X) = ,0.0
F-measure (R) = ,0.0
F-measure (D) = ,0.0
Acuracia (A) = ,0.95387
Acuracia (V) = ,0.9045802
Acuracia (X) = ,0.963716
Acuracia (R) = ,0.9664366
Acuracia (D) = ,0.96704334

MUITOS PARAMETROS
True Negative,3081.0
False Negative = ,0.0
False Positive (A) = ,87.0
False Positive (V) = ,223.0
False Positive (X) = ,349.0
False Positive (R) = ,55.0
False Positive (D) = ,48.0
True Positive  (A) = ,0.0
True Positive  (V) = ,0.0
True Positive (X) = ,0.0
True Positive (R) = ,0.0
True Positive (D) = ,0.0
Precision (A) = ,0.0
Precision (V) = ,0.0
Precision (X) = ,0.0
Precision (R) = ,0.0
Precision (D) = ,0.0
Recall (A) = ,0.0
Recall (V) = ,0.0
Recall (X) = ,0.0
Recall (R) = ,0.0
Recall (D) = ,0.0
F-measure (A) = ,0.0
F-measure (V) = ,0.0
F-measure (X) = ,0.0
F-measure (R) = ,0.0
F-measure (D) = ,0.0
Acuracia (A) = ,0.9725379
Acuracia (V) = ,0.932506
Acuracia (X) = ,0.89825076
Acuracia (R) = ,0.98246175
Acuracia (D) = ,0.9846596

