RELATORIO COMPLETO SISTEMA
Numero Refatoracoes em Metodos e Nao Metodos:,637
Numero Refatoracoes relacionadas a operacoes em Metodos:,126
Numero Refatoracoes relacionadas a rename em Metodos:,65
Numero Metodos Smell Commit Inicial:,1092
Numero Metodos NOT Smell Commit Inicial:,3602
METODO LONGO
True Negative,3590.0
False Negative = ,19.0
False Positive (V) = ,312.0
False Positive (X) = ,56.0
False Positive (R) = ,5.0
False Positive (D) = ,13.0
True Positive  (V) = ,9.0
True Positive (X) = ,2.0
True Positive (R) = ,1.0
True Positive (D) = ,2.0
Precision (V) = ,0.028037382
Precision (X) = ,0.03448276
Precision (R) = ,0.16666667
Precision (D) = ,0.13333334
Recall (V) = ,0.32142857
Recall (X) = ,0.0952381
Recall (R) = ,0.05
Recall (D) = ,0.0952381
F-measure (V) = ,0.051575933
F-measure (X) = ,0.050632913
F-measure (R) = ,0.07692308
F-measure (D) = ,0.11111111
Acuracia (V) = ,0.9157761
Acuracia (X) = ,0.9795473
Acuracia (R) = ,0.993361
Acuracia (D) = ,0.99117

MUITOS DESVIOS
True Negative,3592.0
False Negative = ,16.0
False Positive (V) = ,327.0
False Positive (X) = ,87.0
False Positive (R) = ,6.0
False Positive (D) = ,21.0
True Positive  (V) = ,12.0
True Positive (X) = ,2.0
True Positive (R) = ,0.0
True Positive (D) = ,1.0
Precision (V) = ,0.03539823
Precision (X) = ,0.02247191
Precision (R) = ,0.0
Precision (D) = ,0.045454547
Recall (V) = ,0.42857143
Recall (X) = ,0.11111111
Recall (R) = ,0.0
Recall (D) = ,0.05882353
F-measure (V) = ,0.065395094
F-measure (X) = ,0.037383176
F-measure (R) = ,0.0
F-measure (D) = ,0.051282052
Acuracia (V) = ,0.9130986
Acuracia (X) = ,0.9721396
Acuracia (R) = ,0.9939126
Acuracia (D) = ,0.9898072

ALTO ACOPLAMENTO EFFERENT
True Negative,3592.0
False Negative = ,16.0
False Positive (V) = ,216.0
False Positive (X) = ,50.0
False Positive (R) = ,26.0
False Positive (D) = ,42.0
True Positive  (V) = ,6.0
True Positive (X) = ,3.0
True Positive (R) = ,0.0
True Positive (D) = ,3.0
Precision (V) = ,0.027027028
Precision (X) = ,0.056603774
Precision (R) = ,0.0
Precision (D) = ,0.06666667
Recall (V) = ,0.27272728
Recall (X) = ,0.15789473
Recall (R) = ,0.0
Recall (D) = ,0.15789473
F-measure (V) = ,0.04918033
F-measure (X) = ,0.083333336
F-measure (R) = ,0.0
F-measure (D) = ,0.09375001
Acuracia (V) = ,0.9394256
Acuracia (X) = ,0.98197216
Acuracia (R) = ,0.9884425
Acuracia (D) = ,0.98412263

MUITOS PARAMETROS
True Negative,3602.0
False Negative = ,0.0
False Positive (V) = ,210.0
False Positive (X) = ,95.0
False Positive (R) = ,11.0
False Positive (D) = ,27.0
True Positive  (V) = ,0.0
True Positive (X) = ,0.0
True Positive (R) = ,0.0
True Positive (D) = ,0.0
Precision (V) = ,0.0
Precision (X) = ,0.0
Precision (R) = ,0.0
Precision (D) = ,0.0
Recall (V) = ,0.0
Recall (X) = ,0.0
Recall (R) = ,0.0
Recall (D) = ,0.0
F-measure (V) = ,0.0
F-measure (X) = ,0.0
F-measure (R) = ,0.0
F-measure (D) = ,0.0
Acuracia (V) = ,0.9449108
Acuracia (X) = ,0.9743035
Acuracia (R) = ,0.99695545
Acuracia (D) = ,0.9925599

